X,Y,ExtractDate,Week,TotalweeklyVaccines,Male,Female,NA,Moderna,Pfizer,Janssen,AstraZeneca,Partial_Age0to9,Partial_Age10to19,Partial_Age20to29,Partial_Age30to39,Partial_Age40to49,Partial_Age50to59,Partial_Age60to69,Partial_Age70to79,Partial_Age80_,Partial_NA,ParCum_Age0to9,ParCum_Age10to19,ParCum_Age20to29,ParCum_Age30to39,ParCum_Age40to49,ParCum_Age50to59,ParCum_Age60to69,ParCum_Age70to79,ParCum_80_,ParCum_NA,ParPer_Age0to9,ParPer_Age10to19,ParPer_Age20to29,ParPer_Age30to39,ParPer_Age40to49,ParPer_Age50to59,ParPer_Age60to69,ParPer_Age70to79,ParPer_80_,ParPer_NA,Fully_Age0to9,Fully_Age10to19,Fully_Age20to29,Fully_Age30to39,Fully_Age40to49,Fully_Age50to59,Fully_Age60to69,Fully_Age70to79,Fully_Age80_,Fully_NA,FullyCum_Age0to9,FullyCum_Age10to19,FullyCum_Age20to29,FullyCum_Age30to39,FullyCum_Age40to49,FullyCum_Age50to59,FullyCum_Age60to69,FullyCum_Age70to79,FullyCum_80_,FullyCum_NA,FullyPer_Age0to9,FullyPer_Age10to19,FullyPer_Age20to29,FullyPer_Age30to39,FullyPer_Age40to49,FullyPer_Age50to59,FullyPer_Age60to69,FullyPer_Age70to79,FullyPer_80_,FullyPer_NA,ObjectId
-856336.314876336,7036491.65084485,1668988800000,2021-W31,235652,125144,110482,26,18229,209208,6438,1777,1,50246,33008,13206,4599,1908,974,211,53,1,8,131336,468661,559351,673428,588117,497423,362727,207272,52,1.669961361269e-05,0.237615020824061,0.757839774779801,0.813486678970385,0.858789022648439,0.925856483012024,0.978938253382534,1,1,Inf,0,3123,19808,91084,18077,3122,2204,392,71,2,3,35041,263959,398103,642750,578731,490624,360457,204768,39,6.26235510475876e-06,0.0633966920318566,0.426830116248421,0.578977220668502,0.819666904713324,0.911080360319514,0.965557687576876,1,1,Inf,32
-856336.314876336,7036491.65084485,1668988800000,2021-W32,235325,124898,110406,21,18506,211710,4157,952,1,40642,15699,9060,3192,1244,612,146,35,0,9,171978,484360,568411,676620,589361,498035,362873,207307,52,1.87870653142763e-05,0.311145124347326,0.783225558158977,0.826663001729211,0.862859620485615,0.927814878135558,0.980142681426814,1,1,Inf,0,4710,54528,94694,10612,2517,1424,287,79,0,3,39751,318487,492797,653362,581248,492048,360744,204847,39,6.26235510475876e-06,0.0719180932324515,0.515003630236556,0.716694517282652,0.833199857172006,0.915042804472194,0.968360147601476,1,1,Inf,33
-856336.314876336,7036491.65084485,1668988800000,2021-W33,232113,119896,112190,27,7668,220307,3103,1035,3,78269,8500,5753,2272,1016,568,133,46,0,12,250247,492860,574164,678892,590377,498603,363006,207353,52,2.50494204190351e-05,0.452750549096659,0.796970329082157,0.835029821247039,0.86575698836972,0.929414339104617,0.981260516605166,1,1,Inf,1,18828,77705,32544,6209,1824,1208,247,90,0,4,58579,396192,525341,659571,583072,493256,360991,204937,39,8.34980680634502e-06,0.105981987458524,0.640655091952517,0.764024566715678,0.841117884105285,0.917914277707985,0.970737515375154,1,1,Inf,34
-856336.314876336,7036491.65084485,1668988800000,2021-W34,185149,96278,88835,36,5816,176283,2108,942,0,49778,8146,5994,2603,1156,537,130,52,0,12,300025,501006,580158,681495,591533,499140,363136,207405,52,2.50494204190351e-05,0.542809638048509,0.810142670722183,0.843747136767612,0.869076463986941,0.931234198238704,0.982317343173432,1,1,Inf,0,45829,46369,17378,5572,2114,1253,277,69,0,4,104408,442561,542719,665143,585186,494509,361268,205006,39,8.34980680634502e-06,0.188896487590596,0.715635242886273,0.789298091760144,0.848223576821057,0.921242289999906,0.97320344403444,1,1,Inf,35
-856336.314876336,7036491.65084485,1668988800000,2021-W35,123248,63991,59240,17,5151,116557,996,543,0,24666,5806,4483,2071,788,421,97,26,0,12,324691,506812,584641,683566,592321,499561,363233,207431,52,2.50494204190351e-05,0.587435727648057,0.819531157778651,0.850266944154788,0.8717175066313,0.932474725053289,0.983145879458795,1,1,Inf,0,40459,25765,12650,4419,1527,804,196,66,0,4,144867,468326,555369,669562,586713,495313,361464,205072,39,8.34980680634502e-06,0.262095504825176,0.75729806910224,0.807695496053648,0.853858906345644,0.923646204271316,0.974785731857319,1,1,Inf,36
-856336.314876336,7036491.65084485,1668988800000,2021-W36,109518,55810,53691,17,1861,106482,744,431,0,12229,4428,3711,1520,634,312,84,33,0,12,336920,511240,588352,685086,592955,499873,363317,207464,52,2.50494204190351e-05,0.609560614119835,0.826691374913691,0.855664000860969,0.873655886553765,0.933472813886344,0.983759901599016,1,1,Inf,1,63307,11672,7428,2896,1120,684,155,48,0,5,208174,479998,562797,672458,587833,495997,361619,205120,39,1.04372585079313e-05,0.376631459348755,0.776172065127576,0.818498335507572,0.857552030197919,0.925409389591539,0.976131857318573,1,1,Inf,37
-856336.314876336,7036491.65084485,1668988800000,2021-W37,96071,49028,47035,8,628,94628,531,284,0,7934,3319,2648,1188,426,216,66,19,0,12,344854,514559,591000,686274,593381,500089,363383,207483,52,2.50494204190351e-05,0.623914923488311,0.832058303701224,0.859515093870392,0.875170883493165,0.934143454017071,0.984184993849939,1,1,Inf,2,60681,9042,6527,2635,1033,649,156,61,0,7,268855,489040,569324,675093,588866,496646,361775,205181,39,1.46121619111038e-05,0.486416416090432,0.790793267326092,0.827990814386916,0.860912313813507,0.927035613194923,0.977409102091021,1,1,Inf,38
-856336.314876336,7036491.65084485,1668988800000,2021-W38,64407,32853,31539,15,647,63018,461,281,0,6293,2446,2274,965,435,211,49,20,0,12,351147,517005,593274,687239,593816,500300,363432,207503,52,2.50494204190351e-05,0.63530031154677,0.836013563663353,0.862822263622442,0.87640149969394,0.934828262601265,0.98460024600246,1,1,Inf,1,35823,6675,5523,2559,946,487,127,34,0,8,304678,495715,574847,677652,589812,497133,361902,205215,39,1.669961361269e-05,0.551227914011644,0.801586955080472,0.836023135644862,0.864175678432973,0.928524875081469,0.978367527675277,1,1,Inf,39
-856336.314876336,7036491.65084485,1668988800000,2021-W39,44040,22367,21664,9,311,43135,379,215,1,4830,2643,2019,957,364,166,44,22,0,13,355977,519648,595293,688196,594180,500466,363476,207525,52,2.71368721206213e-05,0.644038818510437,0.840287378904526,0.8657585766081,0.877621913895123,0.935401297830338,0.984926937269373,1,1,Inf,0,19932,5664,4608,1871,747,393,112,46,0,8,324610,501379,579455,679523,590559,497526,362014,205261,39,1.669961361269e-05,0.587289181257983,0.810745823610929,0.842724735564582,0.866561671087533,0.929700856719153,0.979140959409594,1,1,Inf,40
-856336.314876336,7036491.65084485,1668988800000,2021-W40,24087,12107,11973,7,104,23539,252,192,0,2776,1342,1272,668,278,131,47,66,0,13,358753,520990,596565,688864,594458,500597,363523,207591,52,2.71368721206213e-05,0.649061198496181,0.842457435678515,0.867608497419273,0.878473780861049,0.935838945615179,0.985184747847478,1,1,Inf,0,9083,3481,3060,1292,452,280,76,35,0,8,333693,504860,582515,680815,591011,497806,362090,205296,39,1.669961361269e-05,0.603722278307878,0.81637471156194,0.847175016761271,0.868209294021628,0.930412427937671,0.979692004920049,1,1,Inf,41
-856336.314876336,7036491.65084485,1668988800000,2021-W41,21594,10741,10851,2,130,21161,85,218,1,2548,1321,1414,709,277,130,34,49,0,14,361301,522311,597979,689573,594735,500727,363557,207640,52,2.92243238222076e-05,0.653671077532086,0.844593534783164,0.869664934547417,0.879377933074883,0.936275019127412,0.985440590405904,1,1,Inf,0,7598,2958,2771,1108,422,229,68,42,0,8,341291,507818,585286,681923,591433,498035,362158,205338,39,1.669961361269e-05,0.61746869153975,0.821157891843206,0.851204993622718,0.869622270965109,0.93107677097797,0.980142681426814,1,1,Inf,42
-856336.314876336,7036491.65084485,1668988800000,2021-W42,25066,12661,12401,4,58,24776,36,196,0,4137,2623,2365,1244,536,274,63,35,0,14,365438,524934,600344,690817,595271,501001,363620,207675,52,2.92243238222076e-05,0.66115579871401,0.84883500938687,0.873104449263159,0.880964344011426,0.937118829244947,0.985979827798278,1,1,Inf,0,6126,3263,2488,1137,459,247,74,31,0,8,347417,511081,587774,683060,591892,498282,362232,205369,39,1.669961361269e-05,0.6285519407446,0.826434266845834,0.854823392190484,0.871072230157111,0.931799362104739,0.980628782287823,1,1,Inf,43
-856336.314876336,7036491.65084485,1668988800000,2021-W43,22602,11239,11361,2,33,22377,24,168,1,4911,2679,2497,1352,567,261,54,29,0,15,370349,527613,602841,692169,595838,501262,363674,207704,52,3.13117755237938e-05,0.670040852067751,0.853167037775482,0.876735936893267,0.882688481942461,0.93801144181331,0.986493480934809,1,1,Inf,0,4779,2118,1897,908,353,162,45,13,0,8,352196,513199,589671,683968,592245,498444,362277,205382,39,1.669961361269e-05,0.637198177758962,0.829859140353515,0.857582275664379,0.872230157110794,0.932355080335131,0.980947601476015,1,1,Inf,44
-856336.314876336,7036491.65084485,1668988800000,2021-W44,18890,9608,9282,0,19,18758,31,82,0,3687,2464,2364,1262,478,213,47,28,0,15,374036,530077,605205,693431,596316,501475,363721,207732,52,3.13117755237938e-05,0.676711426638153,0.85715140431133,0.880173997268749,0.884297847378086,0.938763944119619,0.986912669126691,1,1,Inf,0,3407,1845,1713,835,350,158,44,26,0,8,355603,515044,591384,684803,592595,498602,362321,205408,39,1.669961361269e-05,0.643362172215528,0.832842564159782,0.860073560530369,0.8732949908182,0.932906075747701,0.981258548585486,1,1,Inf,45
-856336.314876336,7036491.65084485,1668988800000,2021-W45,15555,7814,7739,2,14,15467,18,56,0,2937,1902,1764,926,349,178,53,27,0,15,376973,531979,606969,694357,596665,501653,363774,207759,52,3.13117755237938e-05,0.682025090189352,0.860226998934376,0.882739453488017,0.885478728830851,0.939313365259582,0.987262976629766,1,1,Inf,0,2635,1682,1667,853,349,182,44,25,0,8,358238,516726,593051,685656,592944,498784,362365,205433,39,1.669961361269e-05,0.648129452929661,0.835562411770698,0.862497945744382,0.874382779024689,0.933455496887663,0.981616728167282,1,1,Inf,46
-856336.314876336,7036491.65084485,1668988800000,2021-W46,21706,10989,10715,2,19,21613,27,47,1,3992,2094,2063,1141,469,228,74,23,0,16,380965,534073,609032,695498,597134,501881,363848,207782,52,3.33992272253801e-05,0.689247475240897,0.863613063677098,0.885739757445131,0.886933789022648,0.940051699112425,0.987711685116851,1,1,Inf,0,4448,2556,2430,1292,545,261,89,27,0,8,362686,519282,595481,686948,593489,499045,362454,205460,39,1.669961361269e-05,0.656176839880881,0.839695545238892,0.866031992577047,0.876030401958784,0.934313475458664,0.982130381303813,1,1,Inf,47
-856336.314876336,7036491.65084485,1668988800000,2021-W47,21687,11068,10616,3,17,21598,33,38,2,3961,2049,1862,1086,483,232,74,30,0,18,384926,536122,610894,696584,597617,502113,363922,207812,52,3.75741306285526e-05,0.696413774636981,0.866926361985521,0.888447739009914,0.888318710467252,0.940812072781771,0.988168265682657,1,1,Inf,0,4586,2681,2515,1316,512,245,55,31,0,8,367272,521963,597996,688264,594001,499290,362509,205491,39,1.669961361269e-05,0.664473898459635,0.84403080769125,0.869689658331843,0.877708630891655,0.935119503033623,0.982612546125461,1,1,Inf,48
-856336.314876336,7036491.65084485,1668988800000,2021-W48,20047,10436,9610,1,21,19974,16,36,2,4265,1721,1674,1028,420,246,61,18,0,20,389191,537843,612568,697612,598037,502359,363983,207830,52,4.17490340317251e-05,0.704130075299516,0.869709273839497,0.89088230460575,0.889629667414813,0.941473267276855,0.988652398523985,1,1,Inf,0,3886,2431,2276,1228,488,230,56,33,0,8,371158,524394,600272,689492,594489,499520,362565,205524,39,1.669961361269e-05,0.671504506753798,0.84796181217528,0.872999736764413,0.879274637829014,0.935887748066006,0.983065190651907,1,1,Inf,49
-856336.314876336,7036491.65084485,1668988800000,2021-W49,14922,7885,7036,1,44,14840,10,28,1,2465,1204,1064,624,321,157,47,11,0,21,391656,539047,613632,698236,598358,502516,364030,207841,52,4.38364857333113e-05,0.708589789515963,0.871656180214968,0.892429722642769,0.890425423382983,0.941978608783811,0.988961377613776,1,1,Inf,0,3419,1967,1928,1026,442,188,47,21,0,8,374577,526361,602200,690518,594931,499708,362612,205545,39,1.669961361269e-05,0.677690211786672,0.851142513870091,0.875803704786379,0.880583044276678,0.936583576558451,0.983435178351784,1,1,Inf,50
-856336.314876336,7036491.65084485,1668988800000,2021-W50,16251,8523,7723,5,40,16167,14,30,11,2741,1297,1130,604,293,177,61,22,0,32,394397,540344,614762,698840,598651,502693,364091,207863,52,6.67984544507602e-05,0.713548846987477,0.873753470554658,0.894073127136971,0.891195674352173,0.942439870657763,0.989309717097171,1,1,Inf,0,3861,2097,1970,1174,482,265,64,16,0,8,378438,528458,604170,691692,595413,499973,362676,205561,39,1.669961361269e-05,0.684675589713529,0.854533429708433,0.878668755099281,0.882080187716793,0.93734237595519,0.983956703567036,1,1,Inf,51
-856336.314876336,7036491.65084485,1668988800000,2021-W51,11170,5955,5214,1,171,10977,8,14,152,1877,913,807,482,245,136,46,18,0,184,396274,541257,615569,699322,598896,502829,364137,207881,52,0.000384091113091871,0.716944742964869,0.875229820654995,0.895246779727079,0.891810344827586,0.942825567446561,0.989577367773678,1,1,Inf,0,2567,1374,1211,752,337,167,70,24,0,8,381005,529832,605381,692444,595750,500140,362746,205585,39,1.669961361269e-05,0.689319843828588,0.856755231502368,0.880429961154572,0.883039175678433,0.937872905823864,0.984285362853629,1,1,Inf,52
-856336.314876336,7036491.65084485,1668988800000,2021-W52,9404,5054,4349,1,84,9301,1,18,464,1640,618,529,300,115,64,23,6,0,648,397914,541875,616098,699622,599011,502893,364160,207887,52,0.00135266870262789,0.719911855060193,0.876229146352704,0.896016125724807,0.892192919812283,0.943006608796406,0.98970332103321,1,1,Inf,1,2587,1061,1009,597,232,124,25,10,0,9,383592,530893,606390,693041,595982,500264,362771,205595,39,1.87870653142763e-05,0.694000282237492,0.858470902319956,0.881897390477271,0.88380049989798,0.938238137068767,0.984529397293973,1,1,Inf,53
-856336.314876336,7036491.65084485,1668988800000,2022-W01,30608,15634,14972,2,133,30462,7,6,17064,4753,987,800,464,149,85,24,8,0,17712,402667,542862,616898,700086,599160,502978,364184,207895,52,0.0369729445384957,0.728511052492555,0.877825156811666,0.897179597933092,0.892784635788615,0.943241175414899,0.989870602706027,1,1,Inf,9,2693,1321,1131,611,285,159,55,17,0,18,386285,532214,607521,693652,596267,500423,362826,205612,39,3.75741306285526e-05,0.698872497403777,0.860607001424605,0.883542249311733,0.884579677616813,0.93868680476186,0.984842312423124,1,1,Inf,54
-856336.314876336,7036491.65084485,1668988800000,2022-W02,58305,29844,28459,2,118,58167,5,15,42199,7165,1254,1051,499,215,110,25,11,0,59911,409832,544116,617949,700585,599375,503088,364209,207906,52,0.125061318893734,0.741474075762674,0.879852914780803,0.898708109546726,0.893420985513161,0.943579644025478,0.990087084870849,1,1,Inf,108,2504,1207,946,536,245,157,61,17,0,126,388789,533421,608467,694188,596512,500580,362887,205629,39,0.000263018914399868,0.703402770993223,0.862558758895697,0.88491805519803,0.885263211589472,0.939072501550658,0.985151291512915,1,1,Inf,55
-856336.314876336,7036491.65084485,1668988800000,2022-W03,33707,17108,16596,3,95,33599,4,9,21908,4071,948,738,379,149,66,24,12,0,81819,413903,545064,618687,700964,599524,503154,364233,207918,52,0.170793210772086,0.748839388774908,0.881385860996706,0.899781412658868,0.893904305243828,0.943814210643972,0.990216974169742,1,1,Inf,323,2215,1001,948,545,220,119,35,10,0,449,391004,534422,609415,694733,596732,500699,362922,205639,39,0.000937265814012228,0.707410181536602,0.864177407800885,0.886296769764848,0.885958222811671,0.939418841524274,0.985385485854859,1,1,Inf,56
-856336.314876336,7036491.65084485,1668988800000,2022-W04,21359,10980,10376,3,27,21324,1,7,7069,1754,381,293,157,65,23,15,4,0,88888,415657,545445,618980,701121,599589,503177,364248,207922,52,0.185549406850599,0.752012751345151,0.882001950140439,0.900207534355153,0.894104519485819,0.943916538363449,0.990262238622386,1,1,Inf,6728,2935,744,607,350,139,61,23,12,0,7177,393939,535166,610022,695083,596871,500760,362945,205651,39,0.0149816408622845,0.712720226658417,0.865380479514632,0.887179554302884,0.886404560293818,0.939637665416694,0.985505535055351,1,1,Inf,57
-856336.314876336,7036491.65084485,1668988800000,2022-W05,37430,18857,18573,0,21,37400,2,7,5382,1246,288,254,116,52,23,8,8,0,94270,416903,545733,619234,701237,599641,503200,364256,207930,52,0.196784071908536,0.75426703285172,0.882467655319954,0.900576936781283,0.894252448479902,0.943998400539031,0.990307503075031,1,1,Inf,23593,4657,654,616,300,121,80,30,4,0,30770,398596,535820,610638,695383,596992,500840,362975,205655,39,0.064230888857809,0.721145739480321,0.86643801835978,0.888075427903263,0.886787135278515,0.939828152402183,0.985662976629766,1,1,Inf,58
-856336.314876336,7036491.65084485,1668988800000,2022-W06,31571,16065,15505,1,15,31548,0,8,4882,1154,268,202,116,48,25,10,4,0,99152,418057,546001,619436,701353,599689,503225,364266,207934,52,0.20697501111568,0.756354866606601,0.882901019862003,0.900870713513875,0.894400377473985,0.944073965624183,0.990356703567036,1,1,Inf,19764,3306,652,569,320,152,72,17,10,0,50534,401902,536472,611207,695703,597144,500912,362992,205665,39,0.10548728428796,0.727127003252968,0.867492323141181,0.888902947511406,0.887195215262191,0.940067441838499,0.98580467404674,1,1,Inf,59
-856336.314876336,7036491.65084485,1668988800000,2022-W07,22057,11134,10923,0,19,22033,3,2,4363,874,198,162,90,30,17,11,5,0,103515,418931,546199,619598,701443,599719,503242,364277,207939,52,0.216082562889701,0.757936120247645,0.883221192172919,0.901106316636053,0.894515149969394,0.944121193802404,0.990390159901599,1,1,Inf,13009,2192,438,330,186,97,37,13,8,0,63543,404094,536910,611537,695889,597241,500949,363005,205673,39,0.132642943473895,0.731092801858425,0.868200583101694,0.889382879797323,0.887432411752703,0.940220146281411,0.985877490774908,1,1,Inf,60
-856336.314876336,7036491.65084485,1668988800000,2022-W08,16623,8527,8096,0,5,16612,3,3,3942,891,154,128,63,28,16,9,4,0,107457,419822,546353,619726,701506,599747,503258,364286,207943,52,0.224311297497354,0.759548130538458,0.883470215081409,0.901292472189378,0.89459549071618,0.944165273435409,0.990421648216482,1,1,Inf,8859,1672,348,279,141,55,26,7,4,0,72402,405766,537258,611816,696030,597296,500975,363012,205677,39,0.151135678098248,0.734117808823902,0.868763310193607,0.889788640729962,0.887612221995511,0.940306731274814,0.985928659286593,1,1,Inf,61
-856336.314876336,7036491.65084485,1668988800000,2022-W09,13341,6638,6703,0,7,13321,3,6,2173,519,122,117,74,30,18,9,5,0,109630,420341,546475,619843,701580,599777,503276,364295,207948,52,0.228847330044901,0.760487112963747,0.883667492969954,0.90146262999984,0.894689859212406,0.944212501613629,0.990457072570726,1,1,Inf,7872,1591,319,279,116,61,28,7,4,0,80274,407357,537577,612095,696146,597357,501003,363019,205681,39,0.167568097893135,0.736996269399305,0.869279143361195,0.890194401662602,0.887760150989594,0.940402761903862,0.985983763837638,1,1,Inf,62
-856336.314876336,7036491.65084485,1668988800000,2022-W10,10005,5026,4978,1,6,9991,4,3,1343,424,95,95,47,20,14,7,2,0,110973,420765,546570,619938,701627,599797,503290,364302,207950,52,0.231650777680131,0.76125421999327,0.883821110997919,0.901600792324574,0.894749795960008,0.944243987065776,0.990484624846248,1,1,Inf,5973,1322,256,234,92,52,21,9,3,0,86247,408679,537833,612329,696238,597409,501024,363028,205684,39,0.18003644690671,0.739388051222486,0.869693103520763,0.890534717283525,0.887877473984901,0.940484624079444,0.986025092250922,1,1,Inf,63
-856336.314876336,7036491.65084485,1668988800000,2022-W11,7173,3687,3486,0,1,7159,1,4,1142,281,68,67,38,17,9,6,3,0,112115,421046,546638,620005,701665,599814,503299,364308,207953,52,0.234034647523343,0.761762609321798,0.883931069165304,0.901698233122018,0.89479825545807,0.944270749700101,0.99050233702337,1,1,Inf,4343,822,143,121,66,24,13,8,3,0,90590,409501,537976,612450,696304,597433,501037,363036,205687,39,0.189102249646699,0.740875225699533,0.869924339078648,0.890710692455028,0.887961640481534,0.94052240662202,0.986050676506765,1,1,Inf,64
-856336.314876336,7036491.65084485,1668988800000,2022-W12,8179,4075,4104,0,5,8143,1,4,1456,400,101,76,59,21,22,12,3,0,113571,421446,546739,620081,701724,599835,503321,364320,207956,52,0.237073977200853,0.762486295198706,0.884094389384509,0.901808762981805,0.89487349520506,0.944303809424855,0.990545633456335,1,1,Inf,4586,916,190,165,102,43,20,7,1,0,95176,410417,538166,612615,696406,597476,501057,363043,205688,39,0.198675303150173,0.742532466357653,0.870231575134577,0.890950658597987,0.888091715976331,0.940590100344136,0.986090036900369,1,1,Inf,65
-856336.314876336,7036491.65084485,1668988800000,2022-W13,5925,3001,2924,0,6,5906,5,3,1290,331,124,89,43,25,24,8,4,0,114861,421777,546863,620170,701767,599860,503345,364328,207960,52,0.239766789895899,0.763085145261848,0.8842949013368,0.901938199264976,0.894928330952867,0.944343166240039,0.990592865928659,1,1,Inf,2860,687,176,136,67,31,19,13,3,0,98036,411104,538342,612751,696473,597507,501076,363056,205691,39,0.20464541501671,0.743775396851243,0.870516172744281,0.891148448873395,0.888177157722914,0.940638902794964,0.986127429274293,1,1,Inf,66
-856336.314876336,7036491.65084485,1668988800000,2022-W14,4672,2392,2280,0,2,4620,2,3,988,433,159,100,63,32,26,5,3,0,115849,422210,547022,620270,701830,599892,503371,364333,207963,52,0.241829192177066,0.763868535223601,0.884552009404657,0.902083633291012,0.895008671699653,0.944393542963474,0.990644034440344,1,1,Inf,1848,620,149,128,68,29,11,7,5,0,99884,411724,538491,612879,696541,597536,501087,363063,205696,39,0.208503025761241,0.744897109960451,0.870757110493405,0.891334604426721,0.888263874719445,0.940684556700576,0.986149077490775,1,1,Inf,67
-856336.314876336,7036491.65084485,1668988800000,2022-W15,4405,2326,2079,0,1,4372,1,2,975,376,141,84,44,20,22,6,3,0,116824,422586,547163,620354,701874,599912,503393,364339,207966,52,0.243864457586113,0.764548799947895,0.884780010898795,0.902205797872882,0.895064782697409,0.944425028415621,0.990687330873309,1,1,Inf,1846,556,138,99,55,20,13,7,1,0,101730,412280,538629,612978,696596,597556,501100,363070,205697,39,0.21235646160237,0.745903033329353,0.870980260891922,0.891478584112496,0.888334013466639,0.940716042152723,0.986174661746617,1,1,Inf,68
-856336.314876336,7036491.65084485,1668988800000,2022-W16,3633,1862,1771,0,23,3601,2,1,655,330,96,42,34,15,10,8,3,0,117479,422916,547259,620396,701908,599927,503403,364347,207969,52,0.245231738450652,0.765145840796344,0.884935245958633,0.902266880163817,0.895108141195674,0.944448642504731,0.990707011070111,1,1,Inf,1785,396,110,84,36,13,13,5,0,0,103515,412676,538739,613062,696632,597569,501113,363075,205697,39,0.216082562889701,0.746619482347492,0.871158134397987,0.891600748694366,0.888379922464803,0.940736507696619,0.98620024600246,1,1,Inf,69
-856336.314876336,7036491.65084485,1668988800000,2022-W17,2870,1427,1442,1,77,2753,1,2,432,337,114,65,44,23,13,3,7,0,117911,423253,547373,620461,701952,599950,503416,364350,207976,52,0.246133517585737,0.765755546147639,0.885119587592191,0.90236141228074,0.89516425219343,0.9444848507747,0.990732595325953,1,1,Inf,1056,395,173,101,60,25,14,4,5,0,104571,413071,538912,613163,696692,597594,501127,363079,205702,39,0.218286911886576,0.747334122150939,0.871437880912071,0.891747637060662,0.888456437461743,0.940775864511802,0.986227798277983,1,1,Inf,70
-856336.314876336,7036491.65084485,1668988800000,2022-W18,3627,1845,1782,0,99,3507,0,3,500,322,112,84,39,20,14,1,7,0,118411,423575,547485,620545,701991,599970,503430,364351,207983,52,0.24717724343653,0.76633811327855,0.885300695162002,0.90248357686261,0.89521398694144,0.944516336226846,0.990760147601476,1,1,Inf,1796,421,147,87,39,17,13,4,4,0,106367,413492,539059,613250,696731,597611,501140,363083,205706,39,0.222035975142625,0.748095801536385,0.871675584597448,0.891874164663313,0.888506172209753,0.940802627146127,0.986253382533825,1,1,Inf,71
-856336.314876336,7036491.65084485,1668988800000,2022-W19,3261,1620,1640,1,71,3150,1,1,533,407,109,64,44,19,18,7,3,0,118944,423982,547594,620609,702035,599989,503448,364358,207986,52,0.248289855193475,0.767074463658304,0.885476951636194,0.902576654639273,0.895270097939196,0.944546247406386,0.99079557195572,1,1,Inf,1198,536,140,84,45,22,23,7,3,0,107565,414028,539199,613334,696776,597633,501163,363090,205709,39,0.224536742281125,0.749065540611442,0.871901969059712,0.891996329245183,0.888563558457458,0.940837261143489,0.98629864698647,1,1,Inf,72
-856336.314876336,7036491.65084485,1668988800000,2022-W20,2582,1273,1309,0,125,2445,0,2,438,310,94,53,41,17,15,8,11,0,119382,424292,547688,620662,702076,600006,503463,364366,207997,52,0.24920415903877,0.767635320212908,0.885628952632285,0.902653734673072,0.895322383187105,0.944573010040711,0.990825092250923,1,1,Inf,872,415,136,74,50,19,15,7,7,0,108437,414443,539335,613408,696826,597652,501178,363097,205716,39,0.226357000164909,0.749816364708734,0.872121885394483,0.892103950424449,0.888627320954907,0.940867172323028,0.986328167281673,1,1,Inf,73
-856336.314876336,7036491.65084485,1668988800000,2022-W21,2487,1347,1140,0,78,2391,1,2,432,291,83,63,36,17,7,5,5,0,119814,424583,547771,620725,702112,600023,503470,364371,208002,52,0.250105938173856,0.768161801688359,0.885763166277771,0.902745358109474,0.895368292185268,0.944599772675035,0.990838868388684,1,1,Inf,739,474,168,94,37,18,11,4,4,0,109176,414917,539503,613502,696863,597670,501189,363101,205720,39,0.227899626972381,0.750673932472871,0.8723935467492,0.892240658408923,0.88867450520302,0.94089550922996,0.986349815498155,1,1,Inf,74
-856336.314876336,7036491.65084485,1668988800000,2022-W22,2225,1111,1114,0,92,2106,2,3,344,241,81,54,27,16,12,6,0,0,120158,424824,547852,620779,702139,600039,503482,364377,208002,52,0.250824021559201,0.768597822429196,0.885894145859509,0.902823892483533,0.895402723933891,0.944624961036753,0.990862484624846,1,1,Inf,699,458,115,83,50,16,15,10,0,0,109875,415375,539618,613585,696913,597686,501204,363111,205720,39,0.22935875571179,0.751502552801931,0.872579505414631,0.892361368650532,0.888738267700469,0.940920697591678,0.986379335793358,1,1,Inf,75
-856336.314876336,7036491.65084485,1668988800000,2022-W23,1730,890,840,0,67,1658,1,0,253,140,47,45,23,10,6,7,0,0,120411,424964,547899,620824,702162,600049,503488,364384,208002,52,0.251352146839702,0.768851112486114,0.885970146357555,0.902889337795249,0.895432054682718,0.944640703762826,0.990874292742927,1,1,Inf,595,385,106,51,37,14,8,2,2,0,110470,415760,539724,613636,696950,597700,501212,363113,205722,39,0.230600789474234,0.752199100458455,0.872750910793203,0.89243554000381,0.888785451948582,0.940942737408181,0.9863950799508,1,1,Inf,76
-856336.314876336,7036491.65084485,1668988800000,2022-W24,1764,932,832,0,77,1680,0,0,280,161,56,43,23,7,11,3,2,0,120691,425125,547955,620867,702185,600056,503499,364387,208004,52,0.251936633316147,0.76914239605157,0.886060700142461,0.902951874426445,0.895461385431545,0.944651723671078,0.99089594095941,1,1,Inf,603,335,89,80,35,19,9,7,1,0,111073,416095,539813,613716,696985,597719,501221,363120,205723,39,0.23185952285029,0.752805187380366,0.872894826629928,0.892551887224639,0.888830085696797,0.94097264858772,0.986412792127921,1,1,Inf,77
-856336.314876336,7036491.65084485,1668988800000,2022-W25,1474,760,714,0,54,1398,2,0,263,147,56,30,27,17,4,6,4,0,120954,425272,548011,620897,702212,600073,503503,364393,208008,52,0.252485633113664,0.769408350611334,0.886151253927366,0.902995504634255,0.895495817180167,0.944678486305403,0.99090381303813,1,1,Inf,418,298,94,51,34,18,4,1,4,0,111491,416393,539907,613767,697019,597737,501225,363121,205727,39,0.232732077661553,0.753344333358662,0.873046827626019,0.892626058577917,0.888873444195062,0.941000985494652,0.986420664206642,1,1,Inf,78
