X,Y,VaccinationDate,VaccineText,Dose1,Dose2,SingleDose,Dose1Cum,Dose2Cum,SingleDoseCum,PartiallyVacc,FullyVacc,PartialPercent,FullyPercent,ObjectId
-856336.314876336,7036491.65084485,2022/05/21 23:00:00+00,Sun 22 May 2022,234,409,0,3849993,3800054,241048,4091041,4041102,85.2563259622396,84.2156090243677,230
-856336.314876336,7036491.65084485,2022/02/09 00:00:00+00,Wed 09 Feb 2022,1335,1784,0,3816333,3709161,241021,4057354,3950182,84.5542968570094,82.3208577479843,231
-856336.314876336,7036491.65084485,2022/05/22 23:00:00+00,Mon 23 May 2022,27,35,0,3850020,3800089,241048,4091068,4041137,85.2568886358478,84.2163384160821,232
-856336.314876336,7036491.65084485,2020/12/28 00:00:00+00,Mon 28 Dec 2020,267,16,2,267,16,2,269,18,0.00560589631926017,0.000375115738835253,233
-856336.314876336,7036491.65084485,2021/11/15 00:00:00+00,Mon 15 Nov 2021,1243,599,1,3642988,3575258,240895,3883883,3816153,80.9392022830377,79.5277251168538,234
-856336.314876336,7036491.65084485,2022/05/23 23:00:00+00,Tue 24 May 2022,64,83,0,3850084,3800172,241048,4091132,4041220,85.258222380697,84.2180681164334,235
-856336.314876336,7036491.65084485,2021/11/16 00:00:00+00,Tue 16 Nov 2021,1317,1081,5,3644305,3576339,240900,3885205,3817239,80.9667524500789,79.5503570997635,236
-856336.314876336,7036491.65084485,2022/05/24 23:00:00+00,Wed 25 May 2022,87,134,1,3850171,3800306,241049,4091220,4041355,85.2600562798647,84.2208814844747,237
-856336.314876336,7036491.65084485,2021/11/17 00:00:00+00,Wed 17 Nov 2021,1504,1123,3,3645809,3577462,240903,3886712,3818365,80.9981579733247,79.573822673204,238
-856336.314876336,7036491.65084485,2022/05/25 23:00:00+00,Thu 26 May 2022,98,155,0,3850269,3800461,241049,4091318,4041510,85.262098576665,84.2241116477813,239
-856336.314876336,7036491.65084485,2021/11/18 00:00:00+00,Thu 18 Nov 2021,1640,2512,5,3647449,3579974,240908,3888357,3820882,81.0324393839016,79.6262763573511,240
-856336.314876336,7036491.65084485,2022/05/26 23:00:00+00,Fri 27 May 2022,95,152,0,3850364,3800613,241049,4091413,4041662,85.2640783541755,84.2272792917982,241
-856336.314876336,7036491.65084485,2021/11/19 00:00:00+00,Fri 19 Nov 2021,1165,1559,0,3648614,3581533,240908,3889522,3822441,81.0567177081095,79.6587655482869,242
-856336.314876336,7036491.65084485,2022/05/27 23:00:00+00,Sat 28 May 2022,335,580,0,3850699,3801193,241049,4091748,4042242,85.2710596748705,84.239366354494,243
-856336.314876336,7036491.65084485,2022/05/28 23:00:00+00,Sun 29 May 2022,182,349,0,3850881,3801542,241049,4091930,4042591,85.2748525117854,84.2466394318747,244
-856336.314876336,7036491.65084485,2022/05/29 23:00:00+00,Mon 30 May 2022,8,23,0,3850889,3801565,241049,4091938,4042614,85.2750192298916,84.2471187464299,245
-856336.314876336,7036491.65084485,2022/05/30 23:00:00+00,Tue 31 May 2022,65,79,2,3850954,3801644,241051,4092005,4042695,85.2764154940306,84.2488067672546,246
-856336.314876336,7036491.65084485,2022/05/31 23:00:00+00,Wed 01 Jun 2022,70,102,0,3851024,3801746,241051,4092075,4042797,85.2778742774593,84.2509324231081,247
-856336.314876336,7036491.65084485,2022/06/01 23:00:00+00,Thu 02 Jun 2022,91,141,0,3851115,3801887,241051,4092166,4042938,85.2797706959168,84.2538708297289,248
-856336.314876336,7036491.65084485,2022/06/02 23:00:00+00,Fri 03 Jun 2022,60,143,0,3851175,3802030,241051,4092226,4043081,85.2810210817129,84.2568509158763,249
-856336.314876336,7036491.65084485,2022/06/03 23:00:00+00,Sat 04 Jun 2022,305,607,0,3851480,3802637,241051,4092531,4043688,85.2873772095099,84.2695006521804,250
-856336.314876336,7036491.65084485,2022/06/04 23:00:00+00,Sun 05 Jun 2022,143,273,0,3851623,3802910,241051,4092674,4043961,85.2903572956573,84.2751899075527,251
-856336.314876336,7036491.65084485,2022/06/05 23:00:00+00,Mon 06 Jun 2022,4,7,1,3851627,3802917,241052,4092679,4043969,85.2904614944736,84.2753566256589,252
-856336.314876336,7036491.65084485,2022/06/06 23:00:00+00,Tue 07 Jun 2022,29,52,0,3851656,3802969,241052,4092708,4044021,85.2910658476084,84.2764402933488,253
-856336.314876336,7036491.65084485,2022/06/07 23:00:00+00,Wed 08 Jun 2022,36,76,0,3851692,3803045,241052,4092744,4044097,85.2918160790861,84.2780241153573,254
-856336.314876336,7036491.65084485,2022/06/08 23:00:00+00,Thu 09 Jun 2022,73,122,0,3851765,3803167,241052,4092817,4044219,85.2933373818047,84.280566566476,255
-856336.314876336,7036491.65084485,2022/06/09 23:00:00+00,Fri 10 Jun 2022,56,108,0,3851821,3803275,241052,4092873,4044327,85.2945044085477,84.282817260909,256
-856336.314876336,7036491.65084485,2022/06/10 23:00:00+00,Sat 11 Jun 2022,189,562,0,3852010,3803837,241052,4093062,4044889,85.2984431238055,84.294529207866,257
-856336.314876336,7036491.65084485,2022/06/11 23:00:00+00,Sun 12 Jun 2022,143,288,0,3852153,3804125,241052,4093205,4045177,85.3014232099529,84.3005310596874,258
-856336.314876336,7036491.65084485,2022/06/12 23:00:00+00,Mon 13 Jun 2022,17,44,0,3852170,3804169,241052,4093222,4045221,85.3017774859285,84.3014480092712,259
-856336.314876336,7036491.65084485,2022/06/13 23:00:00+00,Tue 14 Jun 2022,37,55,0,3852207,3804224,241052,4093259,4045276,85.3025485571694,84.302594196251,260
-856336.314876336,7036491.65084485,2022/06/14 23:00:00+00,Wed 15 Jun 2022,66,123,0,3852273,3804347,241052,4093325,4045399,85.3039239815451,84.305157487133,261
-856336.314876336,7036491.65084485,2022/06/15 23:00:00+00,Thu 16 Jun 2022,42,85,0,3852315,3804432,241052,4093367,4045484,85.3047992516024,84.3069288670108,262
-856336.314876336,7036491.65084485,2022/06/16 23:00:00+00,Fri 17 Jun 2022,58,95,0,3852373,3804527,241052,4093425,4045579,85.306007957872,84.3089086445214,263
-856336.314876336,7036491.65084485,2022/06/17 23:00:00+00,Sat 18 Jun 2022,223,488,0,3852596,3805015,241052,4093648,4046067,85.3106552250809,84.3190784489964,264
-856336.314876336,7036491.65084485,2022/06/18 23:00:00+00,Sun 19 Jun 2022,80,129,0,3852676,3805144,241052,4093728,4046196,85.3123224061424,84.3217667784581,265
-856336.314876336,7036491.65084485,2022/06/19 23:00:00+00,Mon 20 Jun 2022,9,28,0,3852685,3805172,241052,4093737,4046224,85.3125099640118,84.3223502918296,266
-856336.314876336,7036491.65084485,2022/06/20 23:00:00+00,Tue 21 Jun 2022,74,169,1,3852759,3805341,241053,4093812,4046394,85.314072946257,84.3258930515853,267
-856336.314876336,7036491.65084485,2022/06/21 23:00:00+00,Wed 22 Jun 2022,60,94,0,3852819,3805435,241053,4093872,4046488,85.3153233320531,84.3278519893325,268
-856336.314876336,7036491.65084485,2022/06/22 23:00:00+00,Thu 23 Jun 2022,64,114,0,3852883,3805549,241053,4093936,4046602,85.3166570769023,84.3302277223452,269
-856336.314876336,7036491.65084485,2022/06/23 23:00:00+00,Fri 24 Jun 2022,55,93,1,3852938,3805642,241054,4093992,4046696,85.3178241036453,84.3321866600924,270
-856336.314876336,7036491.65084485,2022/06/24 23:00:00+00,Sat 25 Jun 2022,210,293,0,3853148,3805935,241054,4094202,4046989,85.3222004539317,84.3382927107301,271
-856336.314876336,7036491.65084485,2022/06/25 23:00:00+00,Sun 26 Jun 2022,174,402,0,3853322,3806337,241054,4094376,4047391,85.3258265727405,84.3466702955641,272
-856336.314876336,7036491.65084485,2022/06/26 23:00:00+00,Mon 27 Jun 2022,4,33,0,3853326,3806370,241054,4094380,4047424,85.3259099317935,84.347358007752,273
-856336.314876336,7036491.65084485,2022/06/27 23:00:00+00,Tue 28 Jun 2022,48,60,0,3853374,3806430,241054,4094428,4047484,85.3269102404304,84.3486083935481,274
-856336.314876336,7036491.65084485,2022/06/28 23:00:00+00,Wed 29 Jun 2022,63,81,3,3853437,3806511,241057,4094494,4047568,85.3282856648062,84.3503589336627,275
-856336.314876336,7036491.65084485,2022/06/29 23:00:00+00,Thu 30 Jun 2022,49,88,0,3853486,3806599,241057,4094543,4047656,85.3293068132063,84.3521928328303,276
-856336.314876336,7036491.65084485,2022/06/30 23:00:00+00,Fri 01 Jul 2022,46,65,0,3853532,3806664,241057,4094589,4047721,85.3302654423167,84.3535474174428,277
-856336.314876336,7036491.65084485,2022/07/01 23:00:00+00,Sat 02 Jul 2022,182,228,0,3853714,3806892,241057,4094771,4047949,85.3340582792316,84.358298883468,278
-856336.314876336,7036491.65084485,2022/07/02 23:00:00+00,Sun 03 Jul 2022,108,273,0,3853822,3807165,241057,4094879,4048222,85.3363089736646,84.3639881388403,279
-856336.314876336,7036491.65084485,2022/07/03 23:00:00+00,Mon 04 Jul 2022,14,15,0,3853836,3807180,241057,4094893,4048237,85.3366007303503,84.3643007352894,280
-856336.314876336,7036491.65084485,2022/07/04 23:00:00+00,Tue 05 Jul 2022,51,69,0,3853887,3807249,241057,4094944,4048306,85.337663558277,84.3657386789549,281
-856336.314876336,7036491.65084485,2022/07/05 23:00:00+00,Wed 06 Jul 2022,60,83,0,3853947,3807332,241057,4095004,4048389,85.3389139440732,84.3674683793062,282
-856336.314876336,7036491.65084485,2022/07/06 23:00:00+00,Thu 07 Jul 2022,76,77,0,3854023,3807409,241057,4095080,4048466,85.3404977660816,84.3690730410779,283
-856336.314876336,7036491.65084485,2022/07/07 23:00:00+00,Fri 08 Jul 2022,99,90,0,3854122,3807499,241057,4095179,4048556,85.3425609026452,84.3709486197721,284
-856336.314876336,7036491.65084485,2022/07/08 23:00:00+00,Sat 09 Jul 2022,119,143,0,3854241,3807642,241057,4095298,4048699,85.3450408344741,84.3739287059195,285
-856336.314876336,7036491.65084485,2022/07/09 23:00:00+00,Sun 10 Jul 2022,132,219,0,3854373,3807861,241057,4095430,4048918,85.3477916832256,84.3784926140753,286
-856336.314876336,7036491.65084485,2022/07/10 23:00:00+00,Mon 11 Jul 2022,11,16,0,3854384,3807877,241057,4095441,4048934,85.3480209206216,84.3788260502876,287
-856336.314876336,7036491.65084485,2022/07/11 23:00:00+00,Tue 12 Jul 2022,44,81,0,3854428,3807958,241057,4095485,4049015,85.3489378702054,84.3805140711124,288
-856336.314876336,7036491.65084485,2022/07/12 23:00:00+00,Wed 13 Jul 2022,99,74,0,3854527,3808032,241057,4095584,4049089,85.351001006769,84.3820562135942,289
-856336.314876336,7036491.65084485,2022/02/10 00:00:00+00,Thu 10 Feb 2022,686,2552,0,3817019,3711713,241021,4058040,3952734,84.5685929346117,82.3740408238459,290
-856336.314876336,7036491.65084485,2020/12/29 00:00:00+00,Tue 29 Dec 2020,80,3,0,347,19,2,349,21,0.00727307738075019,0.000437635028641129,291
-856336.314876336,7036491.65084485,2022/07/13 23:00:00+00,Thu 14 Jul 2022,71,39,0,3854598,3808071,241057,4095655,4049128,85.352480629961,84.3828689643617,292
-856336.314876336,7036491.65084485,2022/07/14 23:00:00+00,Fri 15 Jul 2022,80,118,1,3854678,3808189,241058,4095736,4049247,85.3541686507858,84.3853488961907,293
-856336.314876336,7036491.65084485,2022/07/15 23:00:00+00,Sat 16 Jul 2022,124,210,0,3854802,3808399,241058,4095860,4049457,85.3567527814311,84.3897252464771,294
-856336.314876336,7036491.65084485,2022/07/16 23:00:00+00,Sun 17 Jul 2022,119,165,0,3854921,3808564,241058,4095979,4049622,85.3592327132601,84.3931638074164,295
-856336.314876336,7036491.65084485,2022/07/17 23:00:00+00,Mon 18 Jul 2022,14,19,0,3854935,3808583,241058,4095993,4049641,85.3595244699458,84.3935597629185,296
-856336.314876336,7036491.65084485,2022/07/18 23:00:00+00,Tue 19 Jul 2022,30,33,0,3854965,3808616,241058,4096023,4049674,85.3601496628439,84.3942474751064,297
-856336.314876336,7036491.65084485,2022/07/19 23:00:00+00,Wed 20 Jul 2022,78,66,0,3855043,3808682,241058,4096101,4049740,85.3617751643788,84.3956228994821,298
-856336.314876336,7036491.65084485,2022/07/20 23:00:00+00,Thu 21 Jul 2022,52,30,0,3855095,3808712,241058,4096153,4049770,85.3628588320688,84.3962480923802,299
-856336.314876336,7036491.65084485,2022/07/21 23:00:00+00,Fri 22 Jul 2022,73,70,0,3855168,3808782,241058,4096226,4049840,85.3643801347874,84.397706875809,300
-856336.314876336,7036491.65084485,2022/07/22 23:00:00+00,Sat 23 Jul 2022,99,175,0,3855267,3808957,241058,4096325,4050015,85.366443271351,84.401353834381,301
-856336.314876336,7036491.65084485,2022/07/23 23:00:00+00,Sun 24 Jul 2022,108,231,0,3855375,3809188,241058,4096433,4050246,85.368693965784,84.406167819696,302
-856336.314876336,7036491.65084485,2022/07/24 23:00:00+00,Mon 25 Jul 2022,14,23,0,3855389,3809211,241058,4096447,4050269,85.3689857224698,84.4066471342512,303
-856336.314876336,7036491.65084485,2022/07/25 23:00:00+00,Tue 26 Jul 2022,18,16,0,3855407,3809227,241058,4096465,4050285,85.3693608382086,84.4069805704635,304
-856336.314876336,7036491.65084485,2022/07/26 23:00:00+00,Wed 27 Jul 2022,61,72,1,3855468,3809299,241059,4096527,4050358,85.3706529035313,84.4085018731821,305
-856336.314876336,7036491.65084485,2022/07/27 23:00:00+00,Thu 28 Jul 2022,49,71,0,3855517,3809370,241059,4096576,4050429,85.3716740519314,84.4099814963742,306
-856336.314876336,7036491.65084485,2022/07/28 23:00:00+00,Fri 29 Jul 2022,71,105,0,3855588,3809475,241059,4096647,4050534,85.3731536751235,84.4121696715174,307
-856336.314876336,7036491.65084485,2022/07/29 23:00:00+00,Sat 30 Jul 2022,100,119,0,3855688,3809594,241059,4096747,4050653,85.3752376514504,84.4146496033464,308
-856336.314876336,7036491.65084485,2022/07/30 23:00:00+00,Sun 31 Jul 2022,32,57,0,3855720,3809651,241059,4096779,4050710,85.375904523875,84.4158374698527,309
-856336.314876336,7036491.65084485,2022/07/31 23:00:00+00,Mon 01 Aug 2022,10,15,0,3855730,3809666,241059,4096789,4050725,85.3761129215077,84.4161500663017,310
-856336.314876336,7036491.65084485,2022/08/01 23:00:00+00,Tue 02 Aug 2022,36,28,0,3855766,3809694,241059,4096825,4050753,85.3768631529853,84.4167335796732,311
-856336.314876336,7036491.65084485,2022/08/02 23:00:00+00,Wed 03 Aug 2022,93,139,0,3855859,3809833,241059,4096918,4050892,85.3788012509693,84.4196303067676,312
-856336.314876336,7036491.65084485,2022/08/03 23:00:00+00,Thu 04 Aug 2022,45,52,0,3855904,3809885,241059,4096963,4050944,85.3797390403164,84.4207139744575,313
-856336.314876336,7036491.65084485,2022/08/04 23:00:00+00,Fri 05 Aug 2022,96,91,0,3856000,3809976,241059,4097059,4051035,85.3817396575902,84.422610392915,314
-856336.314876336,7036491.65084485,2022/08/05 23:00:00+00,Sat 06 Aug 2022,74,130,0,3856074,3810106,241059,4097133,4051165,85.3832818000721,84.4253195621399,315
-856336.314876336,7036491.65084485,2022/08/06 23:00:00+00,Sun 07 Aug 2022,28,80,0,3856102,3810186,241059,4097161,4051245,85.3838653134436,84.4269867432014,316
-856336.314876336,7036491.65084485,2022/08/07 23:00:00+00,Mon 08 Aug 2022,11,15,0,3856113,3810201,241059,4097172,4051260,85.3840945508395,84.4272993396504,317
-856336.314876336,7036491.65084485,2022/08/08 23:00:00+00,Tue 09 Aug 2022,47,42,0,3856160,3810243,241059,4097219,4051302,85.3850740197132,84.4281746097077,318
-856336.314876336,7036491.65084485,2022/08/09 23:00:00+00,Wed 10 Aug 2022,55,94,1,3856215,3810337,241060,4097275,4051397,85.3862410464562,84.4301543872182,319
-856336.314876336,7036491.65084485,2022/08/10 23:00:00+00,Thu 11 Aug 2022,45,40,0,3856260,3810377,241060,4097320,4051437,85.3871788358033,84.430987977749,320
-856336.314876336,7036491.65084485,2022/08/11 23:00:00+00,Fri 12 Aug 2022,70,75,0,3856330,3810452,241060,4097390,4051512,85.3886376192321,84.4325509599941,321
-856336.314876336,7036491.65084485,2022/08/12 23:00:00+00,Sat 13 Aug 2022,103,151,0,3856433,3810603,241060,4097493,4051663,85.3907841148488,84.4356977642477,322
-856336.314876336,7036491.65084485,2022/08/13 23:00:00+00,Sun 14 Aug 2022,17,26,0,3856450,3810629,241060,4097510,4051689,85.3911383908243,84.4362395980927,323
-856336.314876336,7036491.65084485,2022/08/14 23:00:00+00,Mon 15 Aug 2022,7,11,0,3856457,3810640,241060,4097517,4051700,85.3912842691672,84.4364688354886,324
-856336.314876336,7036491.65084485,2022/08/15 23:00:00+00,Tue 16 Aug 2022,41,28,0,3856498,3810668,241060,4097558,4051728,85.3921386994612,84.4370523488601,325
-856336.314876336,7036491.65084485,2022/08/16 23:00:00+00,Wed 17 Aug 2022,51,58,0,3856549,3810726,241060,4097609,4051786,85.3932015273879,84.4382610551297,326
-856336.314876336,7036491.65084485,2022/08/17 23:00:00+00,Thu 18 Aug 2022,55,39,0,3856604,3810765,241060,4097664,4051825,85.3943477143677,84.4390738058972,327
-856336.314876336,7036491.65084485,2022/08/18 23:00:00+00,Fri 19 Aug 2022,73,56,0,3856677,3810821,241060,4097737,4051881,85.3958690170863,84.4402408326402,328
-856336.314876336,7036491.65084485,2022/08/19 23:00:00+00,Sat 20 Aug 2022,108,127,0,3856785,3810948,241060,4097845,4052008,85.3981197115193,84.4428874825754,329
-856336.314876336,7036491.65084485,2022/08/20 23:00:00+00,Sun 21 Aug 2022,39,36,0,3856824,3810984,241060,4097884,4052044,85.3989324622868,84.443637714053,330
-856336.314876336,7036491.65084485,2022/08/21 23:00:00+00,Mon 22 Aug 2022,12,13,0,3856836,3810997,241060,4097896,4052057,85.399182539446,84.4439086309755,331
-856336.314876336,7036491.65084485,2022/08/22 23:00:00+00,Tue 23 Aug 2022,78,72,0,3856914,3811069,241060,4097974,4052129,85.400808040981,84.4454090939309,332
-856336.314876336,7036491.65084485,2022/08/23 23:00:00+00,Wed 24 Aug 2022,53,56,0,3856967,3811125,241060,4098027,4052185,85.4019125484342,84.4465761206739,333
-856336.314876336,7036491.65084485,2022/08/24 23:00:00+00,Thu 25 Aug 2022,40,49,0,3857007,3811174,241060,4098067,4052234,85.402746138965,84.4475972690741,334
-856336.314876336,7036491.65084485,2022/08/25 23:00:00+00,Fri 26 Aug 2022,98,89,0,3857105,3811263,241060,4098165,4052323,85.4047884357653,84.449452008005,335
-856336.314876336,7036491.65084485,2022/02/11 00:00:00+00,Fri 11 Feb 2022,546,4923,0,3817565,3716636,241021,4058586,3957657,84.5799714453564,82.4766349784173,336
-856336.314876336,7036491.65084485,2020/12/30 00:00:00+00,Wed 30 Dec 2020,1063,2,0,1410,21,2,1412,23,0.0294257457352987,0.000479314555178379,337
-856336.314876336,7036491.65084485,2021/11/20 00:00:00+00,Sat 20 Nov 2021,1547,2948,12,3650161,3584481,240920,3891081,3825401,81.0892068990453,79.720451247562,338
-856336.314876336,7036491.65084485,2022/02/12 00:00:00+00,Sat 12 Feb 2022,1397,5463,0,3818962,3722099,241021,4059983,3963120,84.6090845946426,82.5904826051538,339
-856336.314876336,7036491.65084485,2021/11/21 00:00:00+00,Sun 21 Nov 2021,1789,2770,0,3651950,3587251,240920,3892870,3828171,81.1264892355329,79.7781773918161,340
-856336.314876336,7036491.65084485,2020/12/31 00:00:00+00,Thu 31 Dec 2020,1039,1,0,2449,22,2,2451,24,0.0510782597714003,0.000500154318447004,341
-856336.314876336,7036491.65084485,2022/02/13 00:00:00+00,Sun 13 Feb 2022,1566,4706,0,3820528,3726805,241021,4061549,3967826,84.6417196639213,82.6885545310959,342
-856336.314876336,7036491.65084485,2021/11/22 00:00:00+00,Mon 22 Nov 2021,725,522,3,3652675,3587773,240923,3893598,3828696,81.1416605831924,79.7891182675321,343
-856336.314876336,7036491.65084485,2021/01/01 00:00:00+00,Fri 01 Jan 2021,820,0,0,3269,22,2,3271,24,0.0681668656516729,0.000500154318447004,344
-856336.314876336,7036491.65084485,2022/02/14 00:00:00+00,Mon 14 Feb 2022,174,954,0,3820702,3727759,241021,4061723,3968780,84.64534578273,82.7084356652542,345
-856336.314876336,7036491.65084485,2021/11/23 00:00:00+00,Tue 23 Nov 2021,2156,1600,8,3654831,3589373,240931,3895762,3830304,81.1867578309057,79.8226286068681,346
-856336.314876336,7036491.65084485,2021/01/02 00:00:00+00,Sat 02 Jan 2021,1020,0,0,4289,22,2,4291,24,0.0894234241856706,0.000500154318447004,347
-856336.314876336,7036491.65084485,2022/02/15 00:00:00+00,Tue 15 Feb 2022,649,818,1,3821351,3728577,241022,4062373,3969599,84.6588916288546,82.7255034313712,348
-856336.314876336,7036491.65084485,2021/11/24 00:00:00+00,Wed 24 Nov 2021,1615,3152,2,3656446,3592525,240933,3897379,3833458,81.2204557281111,79.8883572202173,349
-856336.314876336,7036491.65084485,2021/01/03 00:00:00+00,Sun 03 Jan 2021,24,3,1,4313,25,3,4316,28,0.0899444182673863,0.000583513371521505,350
-856336.314876336,7036491.65084485,2022/02/16 00:00:00+00,Wed 16 Feb 2022,798,1786,0,3822149,3730363,241022,4063171,3971385,84.675521759943,82.762723248569,351
-856336.314876336,7036491.65084485,2021/11/25 00:00:00+00,Thu 25 Nov 2021,982,1190,2,3657428,3593715,240935,3898363,3834650,81.2409620551674,79.9131982180335,352
-856336.314876336,7036491.65084485,2021/01/04 00:00:00+00,Mon 04 Jan 2021,1197,5,0,5510,30,3,5513,33,0.114889614899931,0.000687712187864631,353
-856336.314876336,7036491.65084485,2022/02/17 00:00:00+00,Thu 17 Feb 2022,790,1194,2,3822939,3731557,241024,4063963,3972581,84.6920268524518,82.7876476054383,354
-856336.314876336,7036491.65084485,2021/11/26 00:00:00+00,Fri 26 Nov 2021,1279,1113,12,3658707,3594828,240947,3899654,3835775,81.2678661895472,79.9366429517107,355
-856336.314876336,7036491.65084485,2021/01/05 00:00:00+00,Tue 05 Jan 2021,3543,14,0,9053,44,3,9056,47,0.18872489616067,0.000979468873625383,356
-856336.314876336,7036491.65084485,2022/02/18 00:00:00+00,Fri 18 Feb 2022,791,3295,0,3823730,3734852,241024,4064754,3975876,84.7085111051972,82.8563146254084,357
-856336.314876336,7036491.65084485,2022/08/26 23:00:00+00,Sat 27 Aug 2022,86,119,0,3857191,3811382,241060,4098251,4052442,85.4065806554064,84.4519319398339,358
-856336.314876336,7036491.65084485,2021/11/27 00:00:00+00,Sat 27 Nov 2021,1201,1567,6,3659908,3596395,240953,3900861,3837348,81.2930197838125,79.9694238993323,359
-856336.314876336,7036491.65084485,2021/01/06 00:00:00+00,Wed 06 Jan 2021,6790,14,0,15843,58,3,15846,61,0.330226888754635,0.00127122555938614,360
-856336.314876336,7036491.65084485,2022/02/19 00:00:00+00,Sat 19 Feb 2022,980,3555,0,3824710,3738407,241024,4065734,3979431,84.7289340732005,82.9303999838283,361
-856336.314876336,7036491.65084485,2022/08/27 23:00:00+00,Sun 28 Aug 2022,44,20,0,3857235,3811402,241060,4098295,4052462,85.4074976049902,84.4523487350993,362
-856336.314876336,7036491.65084485,2021/11/28 00:00:00+00,Sun 28 Nov 2021,1962,2262,1,3661870,3598657,240954,3902824,3839611,81.3339282391088,80.0165842836092,363
-856336.314876336,7036491.65084485,2021/11/29 00:00:00+00,Mon 29 Nov 2021,536,1000,2,3662406,3599657,240956,3903362,3840613,81.3451400317473,80.0374657264043,364
-856336.314876336,7036491.65084485,2021/11/30 00:00:00+00,Tue 30 Nov 2021,1895,1650,6,3664301,3601307,240962,3905263,3842269,81.384756421721,80.0719763743772,365
-856336.314876336,7036491.65084485,2021/12/01 00:00:00+00,Wed 01 Dec 2021,1070,1389,4,3665371,3602696,240966,3906337,3843662,81.4071383274715,80.1010061646104,366
-856336.314876336,7036491.65084485,2021/12/02 00:00:00+00,Thu 02 Dec 2021,1737,1416,0,3667108,3604112,240966,3908074,3845078,81.4433369962691,80.1305152693988,367
-856336.314876336,7036491.65084485,2021/12/03 00:00:00+00,Fri 03 Dec 2021,1016,1199,2,3668124,3605311,240968,3909092,3846279,81.4645518752765,80.1555438250844,368
-856336.314876336,7036491.65084485,2021/12/04 00:00:00+00,Sat 04 Dec 2021,1204,1702,1,3669328,3607013,240969,3910297,3847982,81.4896637900152,80.1910339419308,369
-856336.314876336,7036491.65084485,2021/12/05 00:00:00+00,Sun 05 Dec 2021,1348,1777,2,3670676,3608790,240971,3911647,3849761,81.5177974704279,80.2281078807857,370
-856336.314876336,7036491.65084485,2021/12/06 00:00:00+00,Mon 06 Dec 2021,936,1306,0,3671612,3610096,240971,3912583,3851067,81.5373034888473,80.2553246116145,371
-856336.314876336,7036491.65084485,2021/12/07 00:00:00+00,Tue 07 Dec 2021,483,748,2,3672095,3610844,240973,3913068,3851817,81.5474107740326,80.270954434066,372
-856336.314876336,7036491.65084485,2021/12/08 00:00:00+00,Wed 08 Dec 2021,794,1526,2,3672889,3612370,240975,3913864,3853345,81.5639992255944,80.3027975923405,373
-856336.314876336,7036491.65084485,2021/12/09 00:00:00+00,Thu 09 Dec 2021,785,1212,1,3673674,3613582,240976,3914650,3854558,81.5803792795235,80.3280762251853,374
-856336.314876336,7036491.65084485,2021/12/10 00:00:00+00,Fri 10 Dec 2021,895,1620,1,3674569,3615202,240977,3915546,3856179,81.5990517074122,80.3618574814437,375
-856336.314876336,7036491.65084485,2021/12/11 00:00:00+00,Sat 11 Dec 2021,643,845,2,3675212,3616047,240979,3916191,3857026,81.6124933547205,80.3795087609323,376
-856336.314876336,7036491.65084485,2021/12/12 00:00:00+00,Sun 12 Dec 2021,685,1193,0,3675897,3617240,240979,3916876,3858219,81.6267685925595,80.4043705985117,377
-856336.314876336,7036491.65084485,2021/12/13 00:00:00+00,Mon 13 Dec 2021,723,1071,1,3676620,3618311,240980,3917600,3859291,81.641856581166,80.4267108247357,378
-856336.314876336,7036491.65084485,2021/12/14 00:00:00+00,Tue 14 Dec 2021,633,1204,3,3677253,3619515,240983,3918236,3860498,81.6551106706048,80.451864419001,379
-856336.314876336,7036491.65084485,2021/12/15 00:00:00+00,Wed 15 Dec 2021,790,1258,1,3678043,3620773,240984,3919027,3861757,81.6715949233503,80.4781016809561,380
-856336.314876336,7036491.65084485,2021/12/16 00:00:00+00,Thu 16 Dec 2021,1049,1547,8,3679092,3622320,240992,3920084,3863312,81.6936225531252,80.5105075128389,381
-856336.314876336,7036491.65084485,2021/12/17 00:00:00+00,Fri 17 Dec 2021,1197,2459,1,3680289,3624779,240993,3921282,3865772,81.7185885895211,80.5617733304797,382
-856336.314876336,7036491.65084485,2021/12/18 00:00:00+00,Sat 18 Dec 2021,1251,1185,0,3681540,3625964,240993,3922533,3866957,81.7446591333701,80.586468449953,383
-856336.314876336,7036491.65084485,2021/12/19 00:00:00+00,Sun 19 Dec 2021,550,890,2,3682090,3626854,240995,3923085,3867849,81.7561626826944,80.6050575187886,384
-856336.314876336,7036491.65084485,2021/12/20 00:00:00+00,Mon 20 Dec 2021,516,620,1,3682606,3627474,240996,3923602,3868470,81.7669368403043,80.6179990117784,385
-856336.314876336,7036491.65084485,2021/12/21 00:00:00+00,Tue 21 Dec 2021,1406,1820,3,3684012,3629294,240999,3925011,3870293,81.7963000667498,80.6559899002171,386
-856336.314876336,7036491.65084485,2021/12/22 00:00:00+00,Wed 22 Dec 2021,1165,1601,2,3685177,3630895,241001,3926178,3871896,81.8206200704843,80.6893960407367,387
-856336.314876336,7036491.65084485,2021/12/23 00:00:00+00,Thu 23 Dec 2021,929,1401,0,3686106,3632296,241001,3927107,3873297,81.8399802105608,80.7185925490761,388
-856336.314876336,7036491.65084485,2021/12/24 00:00:00+00,Fri 24 Dec 2021,101,163,0,3686207,3632459,241001,3927208,3873460,81.8420850266509,80.7219894304889,389
